Tahun,Tanggal,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Temperatur,Curah_Hujan
2020,2020-01-02,9700,9950,11150,11200,12100,12000,25.50833333333334,0.0
2020,2020-01-03,9700,9950,11150,11200,12100,12000,25.83333333333333,1.5
2020,2020-01-06,9700,9950,11150,11200,12100,12000,25.64583333333333,0.6000000000000001
2020,2020-01-07,9700,9950,11150,11200,12100,12000,25.34583333333333,1.5
2020,2020-01-08,9700,9950,11150,11150,12100,12000,25.59583333333333,0.4
2020,2020-01-09,9700,9950,11150,11200,12100,12000,25.3,12.8
2020,2020-01-10,9700,9950,11150,11200,12100,12000,25.90416666666667,0.1
2020,2020-01-13,9700,9950,11150,11200,12100,12000,25.83333333333333,0.2
2020,2020-01-14,9700,9950,11150,11200,12100,12000,26.12916666666667,0.8
2020,2020-01-15,9700,9950,11150,11150,12100,12000,26.07083333333334,0.3
2020,2020-01-16,9700,9950,11150,11200,12100,12000,26.275,0.4
2020,2020-01-17,9700,9950,11150,11200,12100,12000,26.4875,1.0
2020,2020-01-20,9700,9950,11150,11200,12100,12000,26.0625,6.4
2020,2020-01-21,9700,9950,11150,11200,12100,12000,25.50416666666667,13.7
2020,2020-01-22,9700,9950,11150,11200,12100,12000,26.26666666666667,1.1
2020,2020-01-23,9700,9950,11150,11200,12100,12000,26.375,0.5
2020,2020-01-24,9700,9950,11150,11200,12100,12000,26.47083333333333,0.9
2020,2020-01-27,9700,9950,11150,11200,12100,12000,26.67916666666666,1.4
2020,2020-01-28,9700,9950,11100,11200,12050,12000,26.6125,1.6
2020,2020-01-29,9700,9950,11100,11200,12050,12000,25.02083333333333,12.7
2020,2020-01-30,9700,9950,11100,11200,12050,12000,25.55416666666666,0.7000000000000001
2020,2020-01-31,9700,9950,11100,11200,12050,12000,25.6375,1.7
2020,2020-02-03,9700,9950,11100,11200,12050,12000,25.4375,13.5
2020,2020-02-04,9700,9950,11100,11200,12050,12000,25.32916666666667,0.4
2020,2020-02-05,9700,9950,11100,11200,12050,12000,25.21666666666667,0.4
2020,2020-02-06,9700,9950,11100,11200,12050,12000,25.6375,2.2
2020,2020-02-07,9700,9950,11100,11200,12050,12000,24.8375,41.3
2020,2020-02-10,9700,9950,11100,11200,12050,12000,25.07083333333334,12.0
2020,2020-02-11,9700,9950,11100,11200,12050,12000,25.60416666666667,15.9
2020,2020-02-12,9700,9950,11100,11200,12050,12000,24.93333333333333,16.7
2020,2020-02-13,9700,9950,11100,11200,12050,12000,25.65416666666667,17.4
2020,2020-02-14,9700,9950,11100,11200,12050,12000,25.62916666666667,19.2
2020,2020-02-17,9700,9950,11100,11200,12050,12000,26.16666666666667,1.9
2020,2020-02-18,9700,9950,11100,11200,12050,12000,25.18333333333333,3.3
2020,2020-02-19,9700,9950,11100,11200,12050,12000,25.19583333333334,11.5
2020,2020-02-20,9700,9950,11100,11200,12050,12000,25.82083333333334,0.9
2020,2020-02-21,9700,9950,10950,11200,12050,12000,25.8,1.3
2020,2020-02-24,9700,9950,10950,11200,12050,12000,26.05,2.1
2020,2020-02-25,9700,9950,10950,11200,12050,12000,26.13333333333334,3.6
2020,2020-02-26,9700,9950,10950,11200,12050,12000,26.39166666666667,6.399999999999999
2020,2020-02-27,9700,9950,10950,11200,12050,12000,26.56666666666667,2.4
2020,2020-02-28,9700,9950,10950,11200,12050,12000,26.025,10.3
2020,2020-03-02,9700,9950,10950,11200,12050,12000,26.60833333333333,2.0
2020,2020-03-03,9700,9950,10950,11200,12050,12000,26.69583333333334,0.4
2020,2020-03-04,9700,9950,10950,11200,12050,12000,26.94583333333334,0.9
2020,2020-03-05,9700,9950,10950,11200,12050,12000,26.37916666666667,2.7
2020,2020-03-06,9700,9950,10950,11200,12050,12000,25.69583333333334,5.9
2020,2020-03-09,9700,9900,10950,11150,12050,12000,27.37083333333333,0.4
2020,2020-03-10,9700,9900,10950,11150,12050,12000,27.26666666666667,12.0
2020,2020-03-11,9700,9900,10950,11150,12050,12000,25.85833333333333,7.3
2020,2020-03-12,9500,9900,11050,11100,11950,11750,26.50416666666667,1.0
2020,2020-03-13,9700,9900,10950,11150,12050,12000,26.62916666666667,0.6000000000000001
2020,2020-03-16,9700,9900,10950,11150,12050,12000,26.89583333333333,12.9
2020,2020-03-17,9700,9900,10950,11150,12050,12000,25.85833333333333,19.9
2020,2020-03-18,9700,9900,10950,11150,12050,12000,25.925,1.9
2020,2020-03-19,9700,9900,10950,11150,12050,12000,26.1375,0.2
2020,2020-03-20,9700,9900,10950,11150,12050,12000,26.09583333333333,3.6
2020,2020-03-23,9700,9900,10950,11150,12050,12000,26.18333333333333,6.2
2020,2020-03-24,9700,9900,10950,11150,12050,12000,26.45833333333333,1.4
2020,2020-03-26,9700,9900,10950,11150,12050,12000,26.5125,9.9
2020,2020-03-27,9700,9900,10950,11150,12050,12000,26.31666666666667,8.7
2020,2020-03-30,9700,9900,10950,11150,12050,12000,26.57083333333334,2.6
2020,2020-03-31,9700,9900,10950,11150,12050,12000,27.26666666666667,0.6000000000000001
2020,2020-04-01,9700,9900,10950,11150,12050,12000,26.89166666666667,11.1
2020,2020-04-02,9700,9900,10950,11150,12050,12000,26.57916666666667,5.5
2020,2020-04-03,9700,9900,10950,11150,12050,12000,25.8875,8.3
2020,2020-04-06,9700,9900,10950,11150,12050,12000,26.4625,3.7
2020,2020-04-07,9700,9900,10950,11150,12050,12000,26.19166666666667,6.1
2020,2020-04-08,9700,9900,10950,11150,12050,12000,25.92916666666666,5.7
2020,2020-04-09,9700,9900,10950,11150,12050,12000,26.3375,6.0
2020,2020-04-13,9700,9900,10900,11150,12000,12000,26.65416666666667,22.6
2020,2020-04-14,9700,9900,10900,11150,12000,12000,26.25416666666667,7.3
2020,2020-04-15,9700,9900,10900,11150,12000,12000,27.30416666666666,1.9
2020,2020-04-16,9700,9900,10900,11150,12000,12000,26.44166666666667,23.6
2020,2020-04-17,9700,9900,10900,11150,12000,12000,25.72083333333333,30.4
2020,2020-04-20,9700,9900,10900,11150,12000,12000,27.07916666666667,0.9
2020,2020-04-21,9700,9900,10900,11150,12000,12000,27.20833333333333,8.0
2020,2020-04-22,9700,9900,10900,11150,12000,12000,27.1,15.0
2020,2020-04-23,9700,9900,10900,11150,12000,12000,26.19166666666667,15.9
2020,2020-04-24,9700,9900,10900,11150,12000,12000,26.67083333333333,1.3
2020,2020-04-27,9700,9900,10900,11150,12000,12000,26.17083333333333,38.0
2020,2020-04-28,9700,9900,10900,11150,12000,12000,25.11666666666666,40.2
2020,2020-04-29,9700,9900,10900,11150,12000,12000,25.87916666666667,136.1
2020,2020-04-30,9700,9900,10900,11150,12000,12000,25.775,24.6
2020,2020-05-04,9700,9900,10900,11150,12000,12000,26.23333333333333,16.1
2020,2020-05-05,9700,9900,10900,11150,12000,12000,26.55833333333333,47.1
2020,2020-05-06,9700,9900,10900,11150,12000,12000,26.9125,21.9
2020,2020-05-08,9700,9900,10900,11150,12000,12000,27.14166666666667,6.2
2020,2020-05-11,9700,9900,10900,11150,12000,12000,26.30833333333333,8.2
2020,2020-05-12,9700,9900,10900,11150,12000,12000,26.525,14.1
2020,2020-05-13,9700,9900,10900,11150,12000,12000,27.1625,4.3
2020,2020-05-14,9700,9900,10900,11150,12000,12000,26.27916666666667,15.9
2020,2020-05-15,9700,9900,10900,11150,12000,12000,26.9875,5.2
2020,2020-05-18,9700,9900,10900,11150,12000,12000,27.17083333333333,0.7000000000000001
2020,2020-05-19,9700,9900,10900,11150,12000,12000,28.075,3.8
2020,2020-05-20,9700,9900,10900,11150,12000,12000,27.46666666666667,8.899999999999999
2020,2020-05-26,9700,9950,10900,11150,12000,12000,25.35833333333333,10.6
2020,2020-05-27,9700,9950,10900,11150,12000,12000,26.92083333333333,1.4
2020,2020-05-28,9700,9950,10900,11150,12050,12000,27.57916666666667,2.4
2020,2020-05-29,9700,9950,10900,11150,12050,12000,25.49166666666666,10.7
2020,2020-06-02,9700,9950,10900,11150,12050,12000,25.9375,23.2
2020,2020-06-03,9700,9950,10900,11150,12050,12000,26.35416666666667,31.8
2020,2020-06-04,9700,9950,10900,11150,12100,12000,25.37916666666667,12.0
2020,2020-06-05,9700,9950,10900,11150,12100,12000,26.18333333333333,11.3
2020,2020-06-08,9700,9950,10900,11150,12100,12000,26.775,0.6000000000000001
2020,2020-06-09,9700,9950,10900,11150,12100,12000,27.26666666666667,2.5
2020,2020-06-10,9700,9950,10900,11150,12100,12000,26.85416666666667,1.3
2020,2020-06-11,9700,9950,10900,11150,12100,12000,26.52083333333333,11.9
2020,2020-06-12,9700,9950,10900,11150,12100,12000,25.35416666666667,20.8
2020,2020-06-15,9700,9950,10900,11150,12100,12000,26.53333333333333,27.6
2020,2020-06-16,9700,9950,10900,11150,12100,12000,25.925,16.2
2020,2020-06-17,9700,9950,10900,11150,12100,12000,26.5625,11.3
2020,2020-06-18,9700,9950,10900,11150,12100,12000,24.85416666666667,17.1
2020,2020-06-19,9700,9950,10900,11150,12100,12000,26.29166666666667,1.2
2020,2020-06-22,9700,9950,10900,11150,12100,12000,26.35833333333333,12.1
2020,2020-06-23,9700,9950,10900,11150,12100,12000,26.15,9.899999999999999
2020,2020-06-24,9700,9950,10900,11150,12100,12000,26.7625,11.3
2020,2020-06-25,9700,9950,10900,11150,12100,12000,26.2875,4.2
2020,2020-06-26,9700,9950,10900,11150,12100,12000,26.1625,6.2
2020,2020-06-29,9700,9950,10900,11150,12100,12000,27.02916666666667,0.0
2020,2020-06-30,9700,9950,10900,11150,12100,12000,26.85833333333333,2.9
2020,2020-07-01,9700,10000,10950,11200,12150,12100,26.29166666666667,3.8
2020,2020-07-02,9700,10000,10950,11200,12150,12100,27.0125,4.8
2020,2020-07-03,9700,10000,10950,11200,12150,12100,26.9375,0.8
2020,2020-07-06,9700,10000,10950,11200,12150,12100,25.4875,11.3
2020,2020-07-07,9700,10000,10950,11200,12150,12100,25.92916666666666,15.7
2020,2020-07-08,9700,10000,10950,11200,12150,12100,25.525,27.7
2020,2020-07-09,9700,10000,10950,11200,12150,12100,24.76666666666667,9.2
2020,2020-07-10,9700,10000,10950,11200,12150,12100,25.72916666666667,15.3
2020,2020-07-13,9700,10000,10950,11200,12150,12100,24.84583333333333,3.2
2020,2020-07-14,9700,10000,10950,11200,12150,12100,26.04583333333333,0.1
2020,2020-07-15,9700,10000,10950,11200,12150,12100,26.9,0.7
2020,2020-07-16,9700,10000,10950,11200,12150,12100,25.82083333333334,24.9
2020,2020-07-17,9700,10000,10950,11200,12150,12100,25.9375,4.7
2020,2020-07-20,9700,9950,10950,11200,12150,12100,25.95416666666667,16.6
2020,2020-07-21,9700,9950,10950,11200,12150,12100,25.96666666666667,12.4
2020,2020-07-22,9700,9950,10950,11200,12150,12100,25.325,20.7
2020,2020-07-23,9700,9950,10950,11200,12150,12100,25.65833333333333,11.9
2020,2020-07-24,9700,9950,10950,11200,12150,12100,25.425,7.3
2020,2020-07-27,9700,9950,10950,11200,12150,12100,25.80416666666666,11.8
2020,2020-07-28,9700,9950,10950,11200,12150,12100,25.81666666666667,1.5
2020,2020-07-29,9700,9950,10950,11250,12150,12100,26.35,1.5
2020,2020-07-30,9700,9950,10950,11200,12150,12100,26.39583333333333,22.2
2020,2020-08-03,9800,10000,11000,11200,12150,12100,27.24583333333333,23.4
2020,2020-08-04,9750,10000,11000,11200,12150,12100,26.77916666666667,0.0
2020,2020-08-05,9750,10000,11000,11200,12150,12100,27.15416666666667,0.0
2020,2020-08-06,9750,10000,11000,11200,12150,12100,27.51666666666667,0.4
2020,2020-08-07,9750,10000,11000,11200,12150,12100,27.25416666666667,4.3
2020,2020-08-10,9750,10000,11000,11200,12150,12100,26.87916666666667,5.1
2020,2020-08-11,9700,9950,11000,11150,12100,12050,27.22916666666667,5.2
2020,2020-08-12,9700,9950,11000,11150,12100,12050,25.5125,15.1
2020,2020-08-13,9700,9950,11000,11150,12100,12050,26.08333333333333,9.0
2020,2020-08-14,9700,9950,11000,11150,12100,12050,26.9625,0.0
2020,2020-08-18,9700,9950,11000,11150,12100,12050,26.3,2.8
2020,2020-08-19,9700,9950,11000,11150,12100,12050,25.45,7.4
2020,2020-08-24,9700,9950,11000,11150,12100,12050,26.5,0.3
2020,2020-08-25,9700,9950,11000,11100,12050,12000,26.49583333333333,9.2
2020,2020-08-26,9700,9950,11000,11100,12050,12000,26.65,2.9
2020,2020-08-27,9700,9900,11150,11000,12050,12000,25.66666666666667,9.1
2020,2020-08-28,9700,9900,11150,11000,12050,12000,25.5375,13.1
2020,2020-08-31,9750,9900,11150,11000,12050,12000,25.6875,10.0
2020,2020-09-01,9700,9950,11200,11050,12050,11950,26.97916666666667,1.1
2020,2020-09-02,9700,9950,11200,11050,12050,11950,26.35416666666667,5.1
2020,2020-09-03,9700,9950,11200,11050,12050,11950,26.15,26.5
2020,2020-09-04,9650,10000,11150,11100,12000,11950,25.225,2.7
2020,2020-09-07,9650,10000,11150,11100,12000,11950,25.95,12.3
2020,2020-09-08,9650,10000,11250,11100,12000,11950,25.875,7.8
2020,2020-09-09,9650,10000,11250,11100,12000,11950,24.85833333333333,17.7
2020,2020-09-10,9650,10000,11250,11100,12000,11950,25.75833333333334,42.2
2020,2020-09-11,9650,10000,11250,11100,12000,11950,25.36666666666666,28.9
2020,2020-09-14,9650,10000,11250,11100,12000,11950,25.5375,11.4
2020,2020-09-15,9650,10000,11250,11100,12000,11950,25.16666666666667,21.9
2020,2020-09-16,9650,10000,11250,11100,12000,11950,26.26666666666667,2.0
2020,2020-09-17,9650,10000,11250,11100,12000,11950,26.92083333333333,3.6
2020,2020-09-18,9650,10000,11250,11100,12000,11950,26.25833333333334,28.3
2020,2020-09-21,9650,10000,11250,11100,12000,11950,26.35,5.8
2020,2020-09-22,9650,10000,11250,11100,12000,11950,26.9875,2.8
2020,2020-09-23,9650,10000,11250,11100,12000,11950,25.88333333333334,8.7
2020,2020-09-24,9650,10000,11250,11100,12000,11950,26.12083333333333,1.5
2020,2020-09-25,9650,10000,11250,11100,12000,11950,25.49166666666666,16.8
2020,2020-09-28,9650,10000,11250,11100,12000,11950,26.10416666666667,3.0
2020,2020-09-29,9650,10000,11250,11100,12000,11950,26.48333333333333,1.0
2020,2020-09-30,9650,10000,11250,11100,12000,11950,25.74583333333333,23.8
2020,2020-10-01,9650,10000,11250,11100,12000,11950,25.925,10.0
2020,2020-10-02,9650,10000,11250,11100,12000,11950,24.925,11.0
2020,2020-10-05,9650,10000,11250,11100,12000,11950,25.89583333333333,5.4
2020,2020-10-06,9650,10000,11250,11100,12000,11950,25.88333333333334,16.7
2020,2020-10-07,9650,10000,11250,11100,12000,11950,25.35,11.3
2020,2020-10-08,9650,10000,11250,11100,12000,11950,25.9,6.9
2020,2020-10-09,9650,10000,11250,11100,12000,11950,26.28333333333333,9.9
2020,2020-10-12,9650,10000,11250,11100,12000,11950,25.89583333333333,28.1
2020,2020-10-13,9650,10000,11250,11100,12000,11950,25.38333333333334,22.2
2020,2020-10-14,9650,10000,11250,11100,12000,11950,26.09166666666667,18.8
2020,2020-10-15,9650,10000,11250,11100,12000,11950,26.25416666666667,5.100000000000001
2020,2020-10-16,9650,10000,11250,11100,12000,11950,26.40833333333333,17.9
2020,2020-10-19,9650,10000,11250,11100,12000,11950,26.9,0.7000000000000001
2020,2020-10-20,9650,10000,11250,11100,12000,11950,26.7125,4.7
2020,2020-10-21,9650,10000,11250,11100,12000,11950,26.2625,13.6
2020,2020-10-22,9650,10000,11250,11100,12000,11950,25.2375,6.6
2020,2020-10-23,9650,10000,11250,11100,12000,11950,25.58333333333333,11.3
2020,2020-10-26,9650,10000,11250,11100,12000,11950,24.46666666666667,10.1
2020,2020-10-27,9650,10000,11250,11100,12000,11950,26.39166666666667,4.0
2020,2020-10-28,9850,10000,10450,11300,11150,12000,26.17083333333333,9.0
2020,2020-10-30,9850,10000,10450,11300,11150,12000,26.22083333333333,30.5
2020,2020-11-02,9650,10000,11250,11100,12000,11950,25.32083333333334,11.1
2020,2020-11-03,9650,10000,11250,11100,12000,11950,25.11666666666666,14.1
2020,2020-11-04,9650,10000,11250,11100,12000,11950,25.0625,11.6
2020,2020-11-05,9650,10000,11250,11100,12000,11950,24.87083333333333,24.7
2020,2020-11-06,9650,10000,11250,11100,12000,11950,25.275,13.4
2020,2020-11-09,9650,10000,11250,11100,12000,11950,24.92083333333333,11.9
2020,2020-11-10,9650,10000,11250,11100,12000,11950,25.05416666666666,13.5
2020,2020-11-11,9650,10000,11250,11100,12000,11950,25.825,13.7
2020,2020-11-12,9650,10000,11250,11100,12000,11950,24.94166666666667,18.0
2020,2020-11-13,9650,10000,11250,11100,12000,11950,25.42916666666666,28.0
2020,2020-11-16,9650,10000,11250,11100,12000,11950,25.80833333333333,7.2
2020,2020-11-17,9650,10000,11250,11100,12000,11950,25.71666666666667,27.1
2020,2020-11-18,9650,10000,11250,11100,12000,11950,25.24166666666666,60.2
2020,2020-11-19,9650,10000,11250,11100,12000,11950,25.86666666666666,21.4
2020,2020-11-20,9650,10000,11250,11100,12000,11950,25.175,24.0
2020,2020-11-23,9650,10000,11250,11100,12000,11950,24.55,19.3
2020,2020-11-24,9650,10000,11250,11100,12000,11950,24.20833333333333,20.8
2020,2020-11-25,9650,10000,11250,11100,12000,11950,25.30833333333333,7.7
2020,2020-11-26,9650,10000,11250,11100,12000,11950,24.90833333333333,35.3
2020,2020-11-27,9650,10000,11250,11100,12000,11950,24.39166666666667,20.0
2020,2020-11-30,9650,10000,11250,11100,12000,11950,25.77916666666667,10.3
2020,2020-12-01,9650,10000,11250,11100,12000,11950,25.1625,9.9
2020,2020-12-02,9650,10000,11250,11100,12000,11950,25.38333333333334,11.2
2020,2020-12-03,9650,10000,11250,11100,12000,11950,25.54583333333333,9.2
2020,2020-12-04,9650,10000,11250,11100,12000,11950,24.18333333333333,27.0
2020,2020-12-07,9650,10000,11250,11100,12000,11950,25.09583333333333,8.6
2020,2020-12-08,9650,10000,11250,11100,12000,11950,24.85,9.9
2020,2020-12-10,9650,10000,11250,11100,12000,11950,25.01666666666667,6.299999999999999
2020,2020-12-11,9650,10000,11250,11100,11950,11950,24.6625,3.9
2020,2020-12-14,9650,10000,11250,11100,11950,11950,25.55,2.4
2020,2020-12-15,9650,10000,11250,11100,11950,11950,25.21666666666667,8.8
2020,2020-12-16,9650,10000,11250,11100,11950,11950,25.125,32.3
2020,2020-12-17,9650,10000,11250,11100,11950,11950,24.21666666666667,24.9
2020,2020-12-18,9650,9900,11150,11150,11950,11850,23.76666666666667,15.1
2020,2020-12-21,9650,9900,11150,11150,11950,11850,24.575,22.0
2020,2020-12-22,9650,9900,11150,11150,11950,11850,23.94166666666667,26.6
2020,2020-12-23,9650,9900,11150,11150,11950,11850,25.3625,1.1
2020,2020-12-28,9650,9900,11150,11150,11950,11850,25.01666666666667,20.5
2020,2020-12-29,9650,9900,11150,11150,11950,11850,24.9625,6.8
2020,2020-12-30,9600,9950,11150,11150,11950,11850,24.74583333333333,11.4
2021,2021-01-04,9600,9950,11150,11150,11950,11850,24.8375,4.6
2021,2021-01-05,9600,9950,11150,11150,11950,11850,24.75416666666667,21.4
2021,2021-01-06,9600,9950,11150,11150,11950,11850,24.225,12.5
2021,2021-01-07,9600,9950,11150,11150,11950,11850,25.09583333333333,12.2
2021,2021-01-08,9600,9950,11150,11150,12000,11850,24.75,19.4
2021,2021-01-11,9600,9950,11150,11150,12000,11850,24.32083333333334,34.5
2021,2021-01-12,9600,9950,11150,11150,12000,11850,24.2,37.6
2021,2021-01-13,9600,9950,11150,11150,12000,11850,24.27916666666667,10.8
2021,2021-01-14,9600,9950,11150,11150,12000,11850,25.10416666666667,4.4
2021,2021-01-15,9600,9950,11150,11150,12000,11850,25.3125,12.7
2021,2021-01-18,9600,9950,11150,11150,12000,11850,24.05833333333333,29.0
2021,2021-01-19,9600,9950,11150,11150,12000,11850,25.15,12.8
2021,2021-01-20,9600,9950,11150,11150,12000,11850,24.15833333333333,21.1
2021,2021-01-21,9600,9950,11150,11150,12000,11850,25.29583333333333,0.8
2021,2021-01-22,9600,9950,11150,11150,12000,11850,25.17916666666666,4.9
2021,2021-01-25,9600,9950,11150,11150,12000,11850,25.45416666666667,2.9
2021,2021-01-26,9600,9950,11150,11150,12000,11850,25.15416666666667,9.4
2021,2021-01-27,9600,9950,11150,11150,12000,11850,25.12916666666667,4.3
2021,2021-01-28,9600,9950,11150,11150,12000,11850,24.12083333333333,13.4
2021,2021-01-29,9600,9950,11150,11150,12000,11850,24.55,4.9
2021,2021-02-01,9600,9950,11150,11150,12000,11850,25.18333333333333,7.5
2021,2021-02-02,9600,9950,11150,11150,12000,11850,24.76666666666667,11.3
2021,2021-02-03,9600,9950,11150,11150,12000,11850,25.75416666666667,1.3
2021,2021-02-04,9600,9950,11150,11150,12000,11850,25.47083333333333,3.0
2021,2021-02-05,9600,9950,11150,11150,12000,11850,25.4,1.6
2021,2021-02-08,9600,9950,11050,11150,12000,11850,26.0125,7.2
2021,2021-02-09,9600,9950,11050,11150,12000,11850,26.55,6.3
2021,2021-02-10,9600,9950,11050,11150,12000,11850,26.07083333333334,10.9
2021,2021-02-11,9600,9950,11050,11150,12000,11850,25.75416666666667,6.9
2021,2021-02-15,9600,9950,11050,11150,12000,11850,26.19583333333334,1.3
2021,2021-02-16,9600,9900,11050,11150,12000,11850,26.05833333333333,1.2
2021,2021-02-17,9600,9900,11050,11150,12000,11850,25.9125,1.0
2021,2021-02-18,9600,9900,11050,11150,12000,11850,25.075,1.8
2021,2021-02-19,9600,9900,11050,11150,12000,11850,25.325,0.7000000000000001
2021,2021-02-22,9600,9950,11050,11150,12000,11850,25.63333333333334,2.8
2021,2021-02-23,9600,9950,11050,11150,12000,11850,26.20416666666667,0.6000000000000001
2021,2021-02-24,9600,9950,11050,11150,12000,11850,26.30833333333333,0.6
2021,2021-02-25,9600,9950,11050,11150,12000,11850,25.9625,6.3
2021,2021-02-26,9600,9950,11050,11150,12000,11850,25.9125,14.3
2021,2021-03-01,9900,10250,11200,11400,12400,12450,25.71666666666667,6.2
2021,2021-03-02,9900,10250,11200,11400,12400,12450,26.25,4.7
2021,2021-03-03,9900,10250,11200,11400,12400,12450,24.4125,10.8
2021,2021-03-04,9650,10250,11200,11350,12100,12150,25.89166666666667,1.1
2021,2021-03-05,9650,10250,11200,11350,12100,12150,26.0125,11.4
2021,2021-03-08,9650,10250,11200,11350,12100,12150,26.4875,1.7
2021,2021-03-09,9650,10250,11200,11350,12100,12150,26.2625,1.2
2021,2021-03-10,9650,10250,11200,11350,12100,12150,25.80416666666666,0.4
2021,2021-03-12,9650,10250,11200,11350,12100,12150,25.425,7.5
2021,2021-03-15,9650,10250,11200,11350,12350,12600,25.75833333333334,3.4
2021,2021-03-16,9650,10250,11200,11350,12350,12600,25.61666666666666,12.2
2021,2021-03-17,9650,10250,11200,11350,12350,12600,25.5875,13.4
2021,2021-03-18,9650,10250,11200,11350,12350,12600,25.95833333333333,9.6
2021,2021-03-19,9650,10250,11200,11350,12350,12600,26.04583333333333,3.5
2021,2021-03-22,9650,10200,11200,11350,12350,12600,26.1875,5.4
2021,2021-03-23,9650,10200,11200,11350,12350,12600,25.37083333333333,49.1
2021,2021-03-24,9650,10200,11200,11350,12350,12600,24.925,17.1
2021,2021-03-25,9650,10200,11200,11350,12350,12600,25.74583333333333,14.5
2021,2021-03-26,9650,10200,11200,11350,12350,12600,25.92916666666666,7.0
2021,2021-03-29,9650,10200,11200,11350,12350,12600,26.0625,10.5
2021,2021-03-30,9650,10200,11200,11350,12350,12600,26.05833333333333,9.0
2021,2021-03-31,9650,10200,11200,11350,12350,12600,26.7625,7.100000000000001
2021,2021-04-01,9650,10200,11200,11350,12350,12600,27.275,1.2
2021,2021-04-05,9650,10200,11200,11350,12350,12600,26.35,8.0
2021,2021-04-06,9650,10200,11200,11350,12350,12600,26.16666666666667,9.9
2021,2021-04-07,9650,10200,11200,11350,12350,12600,24.91666666666667,6.5
2021,2021-04-08,9650,10200,11200,11350,12350,12600,25.99583333333333,1.5
2021,2021-04-09,9650,10200,11200,11350,12350,12600,26.19166666666667,1.6
2021,2021-04-12,9650,10200,11200,11350,12350,12600,26.0375,15.5
2021,2021-04-13,9650,10200,11200,11350,12350,12600,25.09166666666667,7.100000000000001
2021,2021-04-14,9650,10200,11200,11350,12350,12600,25.375,1.4
2021,2021-04-15,9650,10200,11200,11350,12350,12600,25.7125,10.2
2021,2021-04-16,9650,10200,11200,11350,12350,12600,25.57916666666667,6.7
2021,2021-04-19,9650,10200,11200,11350,12350,12600,25.66666666666667,22.7
2021,2021-04-20,9650,10200,11200,11350,12350,12600,26.14166666666667,4.1
2021,2021-04-21,9650,10200,11200,11350,12350,12600,26.15,13.2
2021,2021-04-22,9650,10200,11200,11350,12350,12600,25.64583333333333,24.0
2021,2021-04-23,9650,10200,11200,11350,12350,12600,25.79583333333333,10.2
2021,2021-04-26,9650,10200,11200,11350,12350,12600,25.58333333333333,12.5
2021,2021-04-27,9650,10200,11200,11350,12350,12600,25.07916666666667,9.8
2021,2021-04-28,9650,10200,11200,11350,12350,12600,26.55416666666666,1.1
2021,2021-04-29,9650,10200,11200,11350,12350,12600,25.91666666666667,17.3
2021,2021-04-30,9650,10200,11200,11350,12350,12600,25.3625,2.9
2021,2021-05-03,9650,10200,11250,11350,12350,12600,26.50416666666667,7.899999999999999
2021,2021-05-04,9650,10200,11200,11400,12350,12500,25.91666666666667,17.1
2021,2021-05-05,9650,10200,11200,11400,12350,12500,26.09166666666667,12.2
2021,2021-05-06,9650,10200,11200,11400,12350,12500,25.68333333333333,17.6
2021,2021-05-07,9650,10200,11200,11400,12350,12500,25.6875,22.5
2021,2021-05-10,9650,10200,11200,11400,12350,12500,26.4625,9.899999999999999
2021,2021-05-11,9650,10200,11200,11400,12350,12500,26.48333333333333,5.7
2021,2021-05-17,9650,10200,11200,11400,12350,12500,26.14583333333333,10.1
2021,2021-05-18,9650,10200,11200,11400,12350,12500,26.25416666666667,3.6
2021,2021-05-19,9650,10200,11200,11400,12350,12500,26.0625,2.9
2021,2021-05-20,9650,10200,11200,11400,12350,12500,27.02916666666667,0.9
2021,2021-05-21,9650,10200,11200,11400,12350,12500,25.88333333333334,4.1
2021,2021-05-24,9650,10200,11200,11400,12350,12500,27.1125,4.8
2021,2021-05-25,9650,10200,11200,11400,12350,12500,26.85,10.0
2021,2021-05-27,9650,10200,11200,11400,12350,12500,25.4625,16.4
2021,2021-05-28,9650,10200,11200,11400,12350,12500,26.6125,0.7
2021,2021-05-31,9650,10150,11100,11400,12350,12500,27.04166666666667,5.6
2021,2021-06-02,9650,10150,11100,11400,12350,12500,26.39166666666667,7.6
2021,2021-06-03,9650,10150,11100,11400,12350,12500,26.24583333333333,4.9
2021,2021-06-04,9650,10150,11100,11400,12350,12500,26.425,10.9
2021,2021-06-07,9650,10150,11100,11400,12350,12500,27.05833333333333,2.9
2021,2021-06-08,9650,10150,11100,11400,12350,12500,26.97083333333333,0.3
2021,2021-06-09,9650,10150,11100,11400,12350,12500,27.04166666666667,2.1
2021,2021-06-10,9650,10150,11100,11400,12350,12500,26.27083333333333,2.6
2021,2021-06-11,9650,10150,11100,11400,12350,12500,27.3,0.0
2021,2021-06-14,9650,10150,11100,11400,12350,12500,26.2875,23.5
2021,2021-06-15,9650,10150,11100,11400,12350,12500,25.99583333333333,19.1
2021,2021-06-16,9650,10150,11100,11400,12350,12500,26.8125,6.9
2021,2021-06-17,9650,10150,11100,11400,12350,12500,26.96666666666667,3.0
2021,2021-06-18,9650,10150,11100,11400,12350,12500,25.6125,8.3
